eva_id,t_min,hr_bpm,resp_rpm,core_temp_c,spo2_pct,ext_temp_c,helmet_co2_ppm,suit_press_kpa,critical_pct,fault
EVA-0034,45,104,20,37.1,99,-47.6,648,29.6,12.3,scrubber_exhaustion
EVA-0034,50,108,21,37.1,98,-45.9,551,29.6,13.1,scrubber_exhaustion
EVA-0034,55,108,21,37.1,98,-47.4,672,29.5,15.0,scrubber_exhaustion
EVA-0034,60,111,20,37.1,98,-47.2,642,29.6,13.5,scrubber_exhaustion
EVA-0034,65,107,21,37.1,98,-46.6,639,29.6,13.2,scrubber_exhaustion
EVA-0034,70,105,19,37.0,98,-47.3,583,29.6,10.8,scrubber_exhaustion
EVA-0034,75,107,20,37.1,98,-46.2,621,29.6,12.8,scrubber_exhaustion
EVA-0034,80,107,19,37.1,98,-47.1,728,29.6,12.5,scrubber_exhaustion
EVA-0034,85,109,21,37.1,98,-44.5,673,29.6,14.2,scrubber_exhaustion
EVA-0034,90,107,21,37.1,98,-45.0,703,29.5,13.8,scrubber_exhaustion
EVA-0034,95,110,21,37.2,98,-44.0,659,29.6,15.2,scrubber_exhaustion
EVA-0034,100,109,20,37.1,98,-47.7,706,29.6,13.2,scrubber_exhaustion
EVA-0034,105,104,19,37.1,98,-43.6,654,29.6,11.3,scrubber_exhaustion
EVA-0034,110,108,20,37.1,98,-48.0,729,29.6,13.5,scrubber_exhaustion
EVA-0034,115,108,20,37.1,98,-47.7,750,29.6,12.9,scrubber_exhaustion
EVA-0034,120,104,19,37.0,98,-47.3,770,29.6,10.9,scrubber_exhaustion
EVA-0034,125,101,20,37.1,98,-45.4,760,29.6,11.2,scrubber_exhaustion
EVA-0034,130,109,20,37.1,98,-47.1,852,29.6,12.5,scrubber_exhaustion
EVA-0034,135,104,21,37.1,98,-48.1,983,29.6,13.8,scrubber_exhaustion
EVA-0034,140,104,20,37.1,98,-49.3,1065,29.6,12.7,scrubber_exhaustion
EVA-0034,145,104,19,37.0,98,-50.5,1203,29.6,11.1,scrubber_exhaustion
EVA-0034,150,112,21,37.1,98,-48.1,1468,29.6,15.1,scrubber_exhaustion
EVA-0034,155,109,22,37.1,99,-49.1,1531,29.6,15.4,scrubber_exhaustion
EVA-0034,160,106,20,37.2,98,-49.2,1841,29.6,14.4,scrubber_exhaustion
EVA-0034,165,106,22,37.1,98,-51.1,1986,29.5,14.9,scrubber_exhaustion
EVA-0034,170,110,23,37.2,98,-55.5,2339,29.6,16.9,scrubber_exhaustion
EVA-0034,175,111,23,37.2,98,-54.6,2640,29.6,17.7,scrubber_exhaustion
EVA-0034,180,108,23,37.2,98,-53.4,2911,29.6,16.7,scrubber_exhaustion
EVA-0034,185,108,23,37.1,98,-55.3,3232,29.5,16.8,scrubber_exhaustion
EVA-0034,190,107,23,37.2,98,-56.5,3580,29.6,18.2,scrubber_exhaustion
EVA-0034,195,108,24,37.2,98,-58.1,4050,29.6,18.5,scrubber_exhaustion
EVA-0034,200,106,24,37.3,98,-56.6,4538,29.6,19.6,scrubber_exhaustion
EVA-0034,205,108,24,37.3,98,-58.2,4931,29.6,19.4,scrubber_exhaustion
EVA-0034,210,106,27,37.3,97,-59.2,5477,29.6,23.1,scrubber_exhaustion
EVA-0034,215,120,28,37.4,97,-61.6,5929,29.5,29.1,scrubber_exhaustion
EVA-0034,220,116,27,37.4,97,-61.7,6535,29.6,27.7,scrubber_exhaustion
EVA-0034,225,120,29,37.6,97,-64.6,7074,29.6,32.2,scrubber_exhaustion
EVA-0034,230,127,31,37.6,97,-64.2,7730,29.7,37.0,scrubber_exhaustion
EVA-0034,235,131,32,37.7,97,-68.2,8349,29.6,38.8,scrubber_exhaustion
EVA-0034,240,137,33,37.8,97,-68.2,8984,29.6,42.5,scrubber_exhaustion
EVA-0034,245,144,35,37.8,97,-67.8,9704,29.7,46.8,scrubber_exhaustion
EVA-0034,250,148,37,37.9,96,-65.7,10417,29.5,50.4,scrubber_exhaustion
EVA-0035,0,76,18,37.0,98,-43.0,717,29.7,4.2,nominal
EVA-0035,5,80,17,37.0,98,-45.9,752,29.6,4.3,nominal
EVA-0035,10,88,18,37.0,98,-46.8,712,29.6,6.4,nominal
EVA-0035,15,93,18,37.2,98,-50.2,904,29.6,9.9,nominal
EVA-0035,20,91,20,37.1,98,-52.5,825,29.6,10.0,nominal
EVA-0035,25,92,18,37.2,98,-54.9,866,29.7,9.9,nominal
EVA-0035,30,98,20,37.3,98,-61.5,842,29.7,13.2,nominal
EVA-0035,35,100,20,37.3,98,-65.3,859,29.6,13.9,nominal
EVA-0035,40,97,20,37.1,98,-67.3,996,29.6,11.5,nominal
EVA-0035,45,98,19,37.2,98,-71.8,846,29.7,12.4,nominal
EVA-0035,50,97,21,37.2,98,-75.1,967,29.6,13.0,nominal
EVA-0035,55,96,19,37.2,98,-79.0,922,29.7,10.8,nominal
EVA-0035,60,92,18,37.2,98,-82.4,980,29.6,8.9,nominal
EVA-0035,65,90,19,37.0,98,-82.3,992,29.6,8.7,nominal
EVA-0035,70,84,18,37.2,98,-87.7,998,29.6,8.3,nominal
EVA-0035,75,86,18,37.1,98,-87.1,1067,29.5,6.8,nominal
EVA-0035,80,80,17,37.0,98,-88.2,972,29.6,4.5,nominal
EVA-0035,85,83,16,37.0,98,-91.0,1095,29.5,4.0,nominal
EVA-0035,90,74,14,36.9,98,-89.8,1127,29.5,1.7,nominal
EVA-0035,95,74,16,37.0,98,-88.7,1092,29.6,2.5,nominal
EVA-0036,0,85,18,37.0,98,-71.6,717,29.6,6.8,scrubber_exhaustion
EVA-0036,5,76,17,37.1,98,-73.7,666,29.6,3.7,scrubber_exhaustion
EVA-0036,10,80,18,37.0,98,-71.0,743,29.5,5.5,scrubber_exhaustion
EVA-0036,15,78,17,37.0,98,-70.9,662,29.7,4.2,scrubber_exhaustion
EVA-0036,20,82,18,37.1,98,-69.6,748,29.6,6.1,scrubber_exhaustion
EVA-0036,25,78,17,36.9,98,-69.4,784,29.6,4.3,scrubber_exhaustion
EVA-0036,30,77,17,37.0,98,-69.8,786,29.6,3.9,scrubber_exhaustion
EVA-0036,35,80,18,37.0,98,-67.7,772,29.6,4.7,scrubber_exhaustion
EVA-0036,40,84,18,37.1,98,-68.5,795,29.6,7.5,scrubber_exhaustion
EVA-0036,45,84,18,37.0,98,-67.0,772,29.6,5.3,scrubber_exhaustion
EVA-0036,50,87,19,36.9,98,-66.8,817,29.6,7.3,scrubber_exhaustion
EVA-0036,55,89,20,37.1,98,-64.9,828,29.6,9.2,scrubber_exhaustion
EVA-0036,60,91,18,37.1,98,-64.9,793,29.6,8.7,scrubber_exhaustion
EVA-0036,65,94,20,37.2,98,-61.4,855,29.6,11.2,scrubber_exhaustion
EVA-0036,70,92,19,37.2,98,-59.8,865,29.6,11.2,scrubber_exhaustion
EVA-0036,75,99,20,37.2,98,-60.0,869,29.6,13.3,scrubber_exhaustion
EVA-0036,80,102,21,37.2,98,-58.0,1021,29.6,13.6,scrubber_exhaustion
EVA-0036,85,97,20,37.1,98,-60.4,956,29.6,12.5,scrubber_exhaustion
EVA-0036,90,99,20,37.3,98,-58.9,1014,29.6,13.5,scrubber_exhaustion
EVA-0036,95,101,22,37.2,98,-56.2,1087,29.5,15.0,scrubber_exhaustion
EVA-0036,100,101,22,37.2,98,-54.4,1157,29.5,15.3,scrubber_exhaustion
EVA-0036,105,103,21,37.2,98,-53.3,1342,29.6,14.3,scrubber_exhaustion
EVA-0036,110,102,21,37.1,98,-53.6,1406,29.7,13.0,scrubber_exhaustion
EVA-0036,115,104,23,37.2,98,-48.8,1554,29.5,16.7,scrubber_exhaustion
EVA-0036,120,105,22,37.2,98,-46.2,1713,29.6,16.9,scrubber_exhaustion
EVA-0036,125,107,24,37.3,98,-45.8,1867,29.6,20.8,scrubber_exhaustion
EVA-0036,130,107,24,37.3,98,-44.5,2023,29.6,18.9,scrubber_exhaustion
EVA-0036,135,110,24,37.3,98,-44.1,2288,29.6,19.8,scrubber_exhaustion
EVA-0036,140,109,24,37.3,98,-44.0,2572,29.5,18.8,scrubber_exhaustion
EVA-0036,145,106,25,37.4,98,-41.4,2782,29.6,21.9,scrubber_exhaustion
EVA-0036,150,115,25,37.4,98,-37.6,3101,29.6,23.5,scrubber_exhaustion
EVA-0036,155,115,27,37.4,98,-39.2,3339,29.6,25.6,scrubber_exhaustion
EVA-0036,160,112,27,37.4,97,-38.0,3620,29.6,26.0,scrubber_exhaustion
EVA-0036,165,118,27,37.5,98,-34.8,3990,29.6,26.6,scrubber_exhaustion
EVA-0036,170,113,28,37.6,98,-33.4,4227,29.6,29.1,scrubber_exhaustion
EVA-0036,175,122,30,37.5,97,-34.6,4577,29.6,32.4,scrubber_exhaustion
EVA-0036,180,122,29,37.6,97,-32.7,4934,29.6,32.5,scrubber_exhaustion
EVA-0036,185,121,31,37.7,98,-31.9,5383,29.6,34.1,scrubber_exhaustion
EVA-0036,190,124,30,37.6,97,-30.2,5709,29.6,34.6,scrubber_exhaustion
EVA-0036,195,127,31,37.7,97,-27.9,6093,29.6,36.5,scrubber_exhaustion
EVA-0036,200,135,32,37.8,97,-29.3,6580,29.5,41.1,scrubber_exhaustion
EVA-0036,205,138,34,37.8,97,-26.1,6966,29.6,43.8,scrubber_exhaustion
EVA-0036,210,139,34,37.8,97,-26.5,7493,29.6,44.6,scrubber_exhaustion
EVA-0036,215,142,36,37.9,96,-23.1,7973,29.6,47.8,scrubber_exhaustion
EVA-0036,220,144,35,38.0,97,-24.9,8448,29.5,48.4,scrubber_exhaustion
EVA-0036,225,153,37,37.9,97,-24.8,9003,29.6,50.1,scrubber_exhaustion
EVA-0036,230,153,39,38.0,96,-23.5,9450,29.6,52.5,scrubber_exhaustion
EVA-0036,235,159,40,38.2,96,-24.2,10081,29.5,55.4,scrubber_exhaustion
EVA-0036,240,162,40,38.2,96,-25.6,10628,29.6,57.0,scrubber_exhaustion
EVA-0037,0,91,18,37.0,98,-70.9,823,29.7,6.7,nominal
EVA-0037,5,91,17,36.9,98,-72.3,716,29.6,7.8,nominal
EVA-0037,10,90,18,37.0,98,-74.3,819,29.5,7.1,nominal
EVA-0037,15,92,17,37.0,98,-73.9,764,29.6,7.0,nominal
EVA-0037,20,94,19,37.0,98,-75.8,846,29.5,8.6,nominal
EVA-0037,25,101,20,37.1,98,-77.5,726,29.5,11.8,nominal
EVA-0037,30,109,20,37.1,98,-76.2,801,29.6,13.3,nominal
EVA-0037,35,108,21,37.1,98,-78.2,786,29.6,14.0,nominal
EVA-0037,40,106,21,37.1,98,-79.5,821,29.6,14.4,nominal
EVA-0037,45,103,20,37.2,98,-78.4,881,29.6,13.9,nominal
EVA-0037,50,104,20,37.1,97,-82.9,855,29.5,15.6,nominal
EVA-0037,55,109,20,37.1,98,-79.8,904,29.6,13.7,nominal
EVA-0037,60,110,20,37.1,98,-82.9,830,29.6,14.1,nominal
EVA-0037,65,105,20,37.2,98,-82.1,835,29.5,14.7,nominal
EVA-0037,70,108,20,37.1,98,-83.4,884,29.6,14.0,nominal
EVA-0037,75,103,21,37.1,98,-84.1,893,29.6,14.3,nominal
EVA-0037,80,105,20,37.1,98,-81.7,897,29.6,12.9,nominal
EVA-0037,85,103,19,37.1,98,-81.1,874,29.6,12.2,nominal
EVA-0037,90,102,19,37.1,98,-83.6,982,29.6,11.2,nominal
EVA-0037,95,102,20,37.1,98,-82.9,923,29.6,11.7,nominal
EVA-0037,100,105,21,37.2,98,-83.1,1015,29.6,14.5,nominal
EVA-0037,105,104,19,37.0,98,-80.8,963,29.6,11.0,nominal
EVA-0037,110,101,20,37.1,98,-85.1,1003,29.6,12.2,nominal
EVA-0037,115,103,20,37.2,98,-81.6,1010,29.5,13.9,nominal
EVA-0037,120,98,20,37.1,98,-82.4,959,29.6,11.6,nominal
EVA-0037,125,101,18,37.0,98,-83.8,1024,29.6,9.0,nominal
EVA-0037,130,99,20,37.0,98,-80.7,1106,29.6,11.3,nominal
EVA-0037,135,94,18,37.0,98,-77.3,1042,29.5,8.1,nominal
EVA-0037,140,94,19,37.0,98,-79.5,1082,29.6,8.7,nominal
EVA-0037,145,97,18,37.0,98,-76.9,1084,29.6,8.8,nominal
EVA-0037,150,89,18,36.9,98,-75.4,1078,29.6,7.3,nominal
EVA-0037,155,86,17,36.9,98,-75.9,1084,29.5,7.4,nominal
EVA-0037,160,87,17,36.9,98,-74.7,1112,29.6,7.0,nominal
EVA-0037,165,89,17,36.9,98,-75.8,1133,29.6,7.5,nominal
EVA-0037,170,77,16,37.0,98,-73.5,1049,29.6,3.2,nominal
EVA-0037,175,80,17,36.8,98,-70.3,1133,29.6,5.7,nominal
EVA-0037,180,79,16,36.8,98,-70.2,1124,29.6,5.0,nominal
EVA-0037,185,77,17,36.8,98,-68.6,1126,29.6,5.3,nominal
EVA-0038,0,92,18,37.1,97,-75.2,706,29.7,10.0,nominal
EVA-0038,5,98,18,37.1,98,-74.1,759,29.6,10.9,nominal
EVA-0038,10,98,17,37.1,98,-73.5,708,29.6,8.5,nominal
EVA-0038,15,104,19,37.1,98,-74.6,840,29.7,12.0,nominal
EVA-0038,20,104,19,37.2,98,-72.8,688,29.6,12.9,nominal
EVA-0038,25,107,19,37.2,97,-72.4,852,29.7,16.0,nominal
EVA-0038,30,106,19,37.2,97,-71.9,789,29.6,14.4,nominal
EVA-0038,35,108,19,37.2,97,-72.7,820,29.6,15.6,nominal
EVA-0038,40,113,20,37.2,98,-70.0,866,29.6,15.5,nominal
EVA-0038,45,112,20,37.2,98,-73.2,855,29.6,15.9,nominal
EVA-0038,50,109,20,37.3,98,-69.5,794,29.6,17.3,nominal
EVA-0038,55,109,20,37.2,98,-70.6,864,29.7,15.9,nominal
EVA-0038,60,123,20,37.3,98,-69.5,932,29.6,18.7,nominal
EVA-0038,65,122,21,37.3,97,-71.0,818,29.6,21.6,nominal
EVA-0038,70,121,21,37.3,98,-69.0,964,29.6,20.9,nominal
EVA-0038,75,114,20,37.2,98,-67.8,897,29.6,16.6,nominal
EVA-0038,80,114,21,37.2,97,-70.2,870,29.6,19.0,nominal
EVA-0038,85,116,21,37.3,97,-68.6,860,29.5,19.9,nominal
EVA-0038,90,116,21,37.3,97,-70.3,901,29.6,20.2,nominal
EVA-0038,95,117,22,37.3,98,-67.4,833,29.6,19.9,nominal
EVA-0038,100,125,22,37.4,98,-67.6,913,29.7,21.8,nominal
EVA-0038,105,127,23,37.5,97,-66.3,931,29.6,26.0,nominal
EVA-0038,110,122,22,37.4,97,-61.9,905,29.6,22.9,nominal
EVA-0038,115,123,23,37.3,97,-62.8,997,29.6,22.7,nominal
EVA-0038,120,124,22,37.4,97,-66.0,964,29.7,23.3,nominal
EVA-0038,125,120,22,37.3,97,-63.0,956,29.5,22.3,nominal
EVA-0038,130,118,21,37.4,98,-62.2,980,29.6,21.5,nominal
EVA-0038,135,115,21,37.3,98,-63.0,1021,29.6,19.8,nominal
EVA-0038,140,111,20,37.2,97,-61.9,1019,29.6,17.0,nominal
EVA-0038,145,112,20,37.3,97,-61.2,995,29.6,17.2,nominal
EVA-0038,150,106,19,37.2,98,-62.7,1043,29.6,13.8,nominal
EVA-0038,155,108,20,37.2,97,-61.9,1045,29.6,15.6,nominal
EVA-0038,160,104,19,37.2,97,-60.0,1007,29.6,14.3,nominal
EVA-0038,165,104,19,37.3,98,-59.7,1055,29.5,14.1,nominal
EVA-0038,170,105,17,37.2,97,-60.3,1105,29.6,14.4,nominal
EVA-0038,175,103,17,37.2,98,-60.1,1115,29.6,10.4,nominal
EVA-0038,180,98,20,37.3,98,-59.0,1090,29.6,14.6,nominal
EVA-0038,185,103,18,37.1,98,-57.6,1141,29.6,11.6,nominal
EVA-0038,190,101,19,37.1,98,-58.5,1077,29.5,11.7,nominal
EVA-0038,195,94,18,37.1,97,-56.3,1089,29.6,9.8,nominal
EVA-0038,200,96,17,37.2,97,-59.0,1131,29.6,11.4,nominal
EVA-0039,0,88,14,36.8,98,-73.9,607,29.6,4.6,seal_leak
EVA-0039,5,92,13,37.0,98,-72.1,512,29.5,3.8,seal_leak
EVA-0039,10,95,15,36.9,98,-70.8,555,29.6,6.7,seal_leak
EVA-0039,15,99,16,37.1,98,-72.8,685,29.6,7.3,seal_leak
EVA-0039,20,103,15,37.0,98,-73.9,656,29.6,6.7,seal_leak
EVA-0039,25,107,16,37.1,98,-74.0,631,29.6,8.8,seal_leak
EVA-0039,30,111,16,37.0,98,-77.1,614,29.6,9.3,seal_leak
EVA-0039,35,115,17,37.1,98,-74.8,614,29.7,12.2,seal_leak
EVA-0039,40,107,17,37.0,98,-72.3,679,29.5,9.0,seal_leak
EVA-0039,45,108,16,37.0,99,-74.2,662,29.6,8.8,seal_leak
EVA-0039,50,112,16,37.1,98,-74.0,755,29.6,9.9,seal_leak
EVA-0039,55,110,17,37.1,99,-76.0,685,29.7,11.0,seal_leak
EVA-0039,60,114,17,37.1,98,-74.9,703,29.7,12.3,seal_leak
EVA-0039,65,110,17,37.0,98,-71.2,641,29.6,9.9,seal_leak
EVA-0039,70,115,17,37.0,98,-71.5,687,29.5,11.1,seal_leak
EVA-0039,75,115,17,37.1,98,-73.3,711,29.4,11.6,seal_leak
EVA-0039,80,117,18,37.0,98,-71.9,687,29.3,11.9,seal_leak
EVA-0039,85,117,20,37.1,98,-70.6,682,29.2,16.1,seal_leak
EVA-0039,90,119,19,37.1,98,-71.3,716,29.2,14.6,seal_leak
EVA-0039,95,118,18,37.0,98,-71.5,764,29.0,13.7,seal_leak
EVA-0039,100,114,18,37.0,97,-68.4,706,28.9,12.5,seal_leak
EVA-0039,105,123,17,37.0,97,-66.7,746,28.8,13.5,seal_leak
EVA-0039,110,122,19,37.0,97,-65.7,723,28.6,17.1,seal_leak
EVA-0039,115,121,20,37.0,96,-64.4,740,28.5,19.7,seal_leak
EVA-0039,120,129,19,37.0,96,-66.3,671,28.3,21.5,seal_leak
EVA-0039,125,123,18,37.0,96,-63.3,685,28.1,20.2,seal_leak
EVA-0039,130,122,19,37.0,96,-62.6,683,27.9,19.9,seal_leak
EVA-0039,135,132,21,36.9,95,-61.2,710,27.8,25.6,seal_leak
EVA-0039,140,129,21,36.9,95,-60.2,716,27.6,26.4,seal_leak
EVA-0039,145,129,21,36.8,95,-59.6,689,27.4,27.9,seal_leak
EVA-0039,150,130,20,36.9,95,-61.2,714,27.2,26.9,seal_leak
EVA-0039,155,129,21,36.7,94,-55.0,659,27.0,31.5,seal_leak
EVA-0039,160,132,21,36.8,93,-54.7,708,26.7,32.7,seal_leak
EVA-0039,165,132,21,36.8,93,-55.7,709,26.6,33.2,seal_leak
EVA-0039,170,129,19,36.7,93,-52.1,694,26.3,31.7,seal_leak
EVA-0039,175,126,19,36.6,93,-52.0,671,26.1,34.5,seal_leak
EVA-0039,180,131,20,36.6,92,-50.8,687,25.8,38.1,seal_leak
EVA-0039,185,127,22,36.6,91,-50.0,630,25.6,40.6,seal_leak
EVA-0039,190,135,22,36.5,92,-47.3,662,25.5,41.7,seal_leak
EVA-0039,195,128,21,36.6,91,-47.7,661,25.1,41.0,seal_leak
EVA-0039,200,131,20,36.5,90,-47.0,605,24.8,44.2,seal_leak
EVA-0039,205,129,20,36.4,90,-43.3,658,24.7,45.0,seal_leak
EVA-0039,210,132,22,36.4,89,-43.8,600,24.4,48.9,seal_leak
EVA-0039,215,135,21,36.4,89,-42.8,621,24.1,49.5,seal_leak
EVA-0039,220,138,24,36.3,89,-40.8,630,23.8,54.5,seal_leak
EVA-0039,225,141,21,36.3,88,-41.6,603,23.6,54.0,seal_leak
EVA-0039,230,145,24,36.2,88,-40.5,622,23.3,59.4,seal_leak
EVA-0039,235,141,23,36.3,88,-38.8,616,23.1,57.8,seal_leak
EVA-0039,240,143,21,36.2,88,-40.3,585,22.7,58.6,seal_leak
EVA-0039,245,148,22,36.1,86,-37.6,619,22.4,64.9,seal_leak
EVA-0039,250,149,23,36.1,86,-38.2,576,22.2,66.1,seal_leak
EVA-0039,255,147,22,36.0,86,-35.8,652,21.8,67.7,seal_leak
EVA-0039,260,148,23,35.9,85,-35.7,582,21.6,70.9,seal_leak
EVA-0039,265,155,24,35.9,85,-35.5,549,21.2,72.8,seal_leak
EVA-0039,270,157,24,36.0,84,-37.7,548,20.9,72.9,seal_leak
EVA-0039,275,157,24,35.9,84,-35.7,594,20.7,74.0,seal_leak
EVA-0040,0,88,18,36.9,99,-51.6,538,29.6,7.7,seal_leak
EVA-0040,5,87,19,36.9,98,-56.1,522,29.6,9.0,seal_leak
EVA-0040,10,89,21,36.9,99,-53.5,545,29.7,10.6,seal_leak
EVA-0040,15,91,21,36.9,99,-54.0,657,29.6,10.0,seal_leak
EVA-0040,20,99,21,37.0,98,-57.0,646,29.6,10.9,seal_leak
EVA-0040,25,95,22,37.0,99,-54.0,663,29.7,11.3,seal_leak
EVA-0040,30,96,22,37.0,98,-57.9,633,29.6,12.3,seal_leak
EVA-0040,35,99,22,37.1,98,-61.9,681,29.5,13.6,seal_leak
EVA-0040,40,106,25,37.1,99,-59.9,746,29.6,17.5,seal_leak
EVA-0040,45,107,23,37.0,98,-62.4,730,29.5,15.8,seal_leak
EVA-0040,50,110,25,37.1,98,-61.3,762,29.2,18.7,seal_leak
EVA-0040,55,113,25,37.0,97,-63.2,760,28.8,20.5,seal_leak
EVA-0040,60,118,25,37.0,96,-65.7,702,28.2,23.2,seal_leak
EVA-0040,65,116,25,36.9,96,-64.4,632,27.8,25.8,seal_leak
EVA-0040,70,117,27,36.8,94,-66.2,665,27.1,31.6,seal_leak
EVA-0040,75,125,27,36.8,93,-69.4,678,26.4,37.0,seal_leak
EVA-0040,80,119,27,36.6,92,-69.6,643,25.7,40.1,seal_leak
EVA-0040,85,129,26,36.5,91,-69.8,621,25.0,46.6,seal_leak
EVA-0040,90,137,28,36.3,89,-71.7,644,24.1,56.8,seal_leak
EVA-0040,95,135,28,36.3,88,-72.5,699,23.2,60.4,seal_leak
EVA-0040,100,145,28,36.1,87,-72.8,595,22.3,67.5,seal_leak
EVA-0040,105,148,30,36.1,85,-74.8,591,21.4,74.8,seal_leak
EVA-0040,110,157,29,35.9,83,-76.8,538,20.3,78.9,seal_leak
EVA-0040,115,159,30,35.8,82,-74.3,582,19.3,81.3,seal_leak
EVA-0041,0,88,15,37.1,99,-45.2,846,29.6,4.1,seal_leak
EVA-0041,5,95,15,37.2,99,-42.3,842,29.6,7.2,seal_leak
EVA-0041,10,99,15,37.2,99,-37.5,881,29.6,8.0,seal_leak
EVA-0041,15,102,15,37.1,99,-34.2,853,29.5,7.8,seal_leak
EVA-0041,20,101,16,37.1,99,-35.3,868,29.6,8.8,seal_leak
EVA-0041,25,101,17,37.2,99,-32.5,939,29.6,10.1,seal_leak
EVA-0041,30,100,16,37.2,99,-34.7,960,29.6,8.5,seal_leak
EVA-0041,35,108,16,37.2,99,-34.5,1007,29.6,11.5,seal_leak
EVA-0041,40,101,16,37.2,99,-34.4,966,29.6,9.1,seal_leak
EVA-0041,45,103,18,37.1,99,-34.1,972,29.6,10.1,seal_leak
EVA-0041,50,113,17,37.2,99,-38.7,858,29.4,12.6,seal_leak
EVA-0041,55,111,19,37.1,98,-41.6,879,29.0,13.6,seal_leak
EVA-0041,60,115,18,37.1,97,-43.8,909,28.6,15.7,seal_leak
EVA-0041,65,122,19,37.0,96,-47.3,860,27.9,18.9,seal_leak
EVA-0041,70,124,19,37.0,95,-51.9,909,27.2,21.6,seal_leak
EVA-0041,75,121,19,36.9,94,-52.2,808,26.4,26.2,seal_leak
EVA-0041,80,122,21,36.6,91,-58.4,810,25.5,38.6,seal_leak
EVA-0041,85,129,21,36.6,91,-61.1,784,24.6,42.2,seal_leak
EVA-0041,90,136,21,36.4,89,-64.5,804,23.7,50.2,seal_leak
EVA-0041,95,139,21,36.2,87,-65.6,720,22.6,57.8,seal_leak
EVA-0041,100,145,22,36.2,86,-66.2,716,21.5,65.1,seal_leak
EVA-0041,105,153,25,36.1,84,-66.6,674,20.4,70.9,seal_leak
EVA-0042,0,93,17,37.0,98,-81.0,690,29.6,7.0,heater_failure
EVA-0042,5,92,18,37.0,98,-80.9,748,29.6,7.7,heater_failure
EVA-0042,10,98,19,36.9,99,-81.9,699,29.6,10.5,heater_failure
EVA-0042,15,91,19,36.9,99,-80.2,718,29.6,9.3,heater_failure
EVA-0042,20,98,19,36.8,99,-80.8,768,29.6,11.9,heater_failure
EVA-0042,25,102,19,36.8,99,-78.3,744,29.6,12.2,heater_failure
EVA-0042,30,99,19,36.8,98,-78.9,814,29.6,12.1,heater_failure
EVA-0042,35,97,19,36.6,99,-80.6,733,29.6,14.4,heater_failure
EVA-0042,40,104,20,36.7,99,-76.7,734,29.6,15.4,heater_failure
EVA-0042,45,112,21,36.5,98,-81.6,810,29.5,19.4,heater_failure
EVA-0042,50,111,21,36.5,99,-78.0,825,29.6,19.9,heater_failure
EVA-0042,55,108,21,36.4,98,-79.3,779,29.6,20.1,heater_failure
EVA-0042,60,115,21,36.5,99,-75.9,889,29.6,21.4,heater_failure
EVA-0042,65,108,20,36.4,99,-77.6,926,29.6,19.8,heater_failure
EVA-0042,70,114,23,36.3,99,-78.6,822,29.6,24.4,heater_failure
EVA-0042,75,113,21,36.2,98,-77.8,928,29.6,24.1,heater_failure
EVA-0042,80,116,21,36.3,98,-78.2,764,29.6,23.5,heater_failure
EVA-0042,85,119,22,36.2,98,-77.5,931,29.6,25.9,heater_failure
EVA-0042,90,122,22,36.2,99,-77.5,854,29.6,26.3,heater_failure
EVA-0042,95,126,22,36.2,98,-78.0,948,29.5,27.1,heater_failure
EVA-0042,100,123,21,36.2,98,-76.8,871,29.6,26.4,heater_failure
EVA-0042,105,127,22,36.1,98,-76.7,922,29.6,29.0,heater_failure
EVA-0042,110,131,23,36.0,98,-78.4,900,29.6,32.2,heater_failure
EVA-0042,115,134,21,35.8,98,-79.4,937,29.6,33.0,heater_failure
EVA-0042,120,129,21,35.9,98,-77.2,1040,29.6,31.1,heater_failure
EVA-0042,125,132,22,35.8,98,-77.1,963,29.6,34.1,heater_failure
EVA-0042,130,133,22,35.8,98,-77.1,1074,29.6,34.1,heater_failure
EVA-0042,135,132,21,35.7,98,-77.6,972,29.6,34.7,heater_failure
EVA-0042,140,129,21,35.7,99,-76.7,1068,29.7,33.0,heater_failure
EVA-0042,145,133,20,35.6,98,-77.7,938,29.6,35.2,heater_failure
EVA-0042,150,135,22,35.7,99,-76.1,1009,29.6,34.7,heater_failure
EVA-0042,155,131,21,35.6,99,-75.9,1009,29.7,34.3,heater_failure
EVA-0042,160,116,19,34.9,98,-82.2,1113,29.7,37.6,heater_failure
EVA-0042,165,108,19,34.7,98,-83.1,1063,29.6,35.7,heater_failure
EVA-0042,170,109,19,34.8,98,-80.8,971,29.6,35.8,heater_failure
EVA-0042,175,109,18,34.8,98,-80.6,1017,29.5,34.9,heater_failure
EVA-0042,180,99,15,34.6,98,-81.7,1041,29.6,30.8,heater_failure
EVA-0042,185,89,16,34.5,98,-81.1,1140,29.6,29.3,heater_failure
EVA-0042,190,87,15,34.3,98,-82.6,1145,29.6,28.1,heater_failure
EVA-0042,195,85,15,34.2,97,-83.4,1106,29.5,30.2,heater_failure
EVA-0043,0,68,17,36.7,98,-72.2,531,29.6,6.4,seal_leak
EVA-0043,5,76,19,36.7,99,-75.0,540,29.6,9.3,seal_leak
EVA-0043,10,84,18,36.6,99,-76.6,615,29.6,9.7,seal_leak
EVA-0043,15,86,19,36.7,98,-76.7,609,29.6,11.3,seal_leak
EVA-0043,20,91,20,36.8,98,-75.4,489,29.6,11.4,seal_leak
EVA-0043,25,88,19,36.8,99,-77.2,606,29.6,10.3,seal_leak
EVA-0043,30,88,19,36.8,99,-76.3,629,29.6,9.9,seal_leak
